"","Id2","M_MedianEarnings_LessThanHighSchoolGraduate","F_MedianEarnings_LessThanHighSchoolGraduate","M_MedianEarnings_HighSchoolGraduate","F_MedianEarnings_HighSchoolGraduate","M_MedianEarnings_SomeCollegeOrAssociate'sDegree","F_MedianEarnings_SomeCollegeOrAssociate'sDegree","M_MedianEarnings_Bachelor'sDegree","F_MedianEarnings_Bachelor'sDegree","M_MedianEarnings_GraduateOrProfessionalDegree","F_MedianEarnings_GraduateOrProfessionalDegree"
"23378",67546,40833,8750,40417,20417,51563,19375,38472,20446,49583,34375
"23379",67547,23421,16500,35278,24643,40714,21250,57500,34667,53571,46719
"23380",67548,NA,NA,21349,18750,33409,19231,53750,15313,58194,11250
"23381",67550,9602,NA,25967,20221,33482,27368,49766,26684,43780,45108
"23382",67552,48500,NA,31429,12500,41000,28750,32250,31750,NA,NA
"23383",67553,NA,NA,43333,16667,49219,53750,NA,NA,NA,NA
"23384",67554,18370,11845,25909,13226,43906,23844,65143,30764,16607,44375
"23385",67556,NA,NA,27000,20625,28889,17917,42917,30625,NA,NA
"23386",67557,35833,NA,36250,7083,40000,19375,44583,28000,38750,4688
"23387",67559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23388",67560,27500,13750,37443,15865,49559,23516,63281,25000,55000,13816
"23389",67561,50625,NA,29375,32738,24917,15938,26563,18906,36111,46146
"23390",67563,26250,NA,30833,18438,34583,10000,43173,42500,NA,33750
"23391",67564,16875,NA,42917,4286,68438,14375,29063,37917,NA,NA
"23392",67565,16250,NA,32917,20625,28542,21667,22500,21250,16250,NA
"23393",67566,52857,20250,38438,15000,50893,9076,19500,29013,125179,NA
"23394",67567,35417,NA,27500,13750,30625,15938,63125,26250,NA,NA
"23395",67568,NA,NA,42708,27841,15972,18047,54167,4531,NA,NA
"23396",67570,24904,14444,26000,20833,48317,17313,34432,36875,55625,34583
"23397",67572,65139,NA,37841,17031,32083,24464,60000,17188,NA,49063
"23398",67573,NA,NA,26875,NA,50625,24167,26250,NA,NA,NA
"23399",67574,41250,NA,43750,13194,43393,8333,NA,NA,NA,45833
"23400",67575,NA,NA,26250,37750,31736,25833,NA,34688,NA,66250
"23401",67576,37500,13571,29853,16625,40469,21979,52656,22188,77813,59286
"23402",67578,23472,23929,30694,25729,40385,25096,43750,32422,51667,42813
"23403",67579,NA,NA,27368,13250,44659,23357,48958,25694,49306,40990
"23404",67581,4167,11354,27292,20000,46071,15500,NA,38000,NA,NA
"23405",67583,36250,20625,21875,15625,23750,17188,32083,26250,NA,55893
"23406",67584,NA,NA,47500,4375,37125,11685,40625,50694,NA,NA
"23407",67601,25000,10913,30700,21823,36184,22660,34875,33750,64187,47072
"23408",67621,NA,NA,30417,4625,30000,16500,41875,45313,NA,NA
"23409",67622,38281,NA,36023,23472,43000,28214,91250,39375,NA,NA
"23410",67623,NA,NA,25625,NA,31250,20250,58958,32083,NA,NA
"23411",67625,NA,NA,30625,6875,17109,16000,68906,15417,NA,31875
"23412",67626,NA,NA,46667,11250,49375,30000,NA,NA,NA,NA
"23413",67628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23414",67629,30625,NA,31250,11458,NA,21250,8984,NA,NA,NA
"23415",67631,NA,NA,33533,NA,17159,36250,NA,NA,NA,NA
"23416",67632,NA,NA,26458,8750,34375,19375,46875,14896,NA,17083
"23417",67634,NA,NA,48250,10417,37500,41875,39167,NA,NA,NA
"23418",67635,NA,NA,22188,NA,NA,NA,20893,NA,NA,NA
"23419",67637,55625,NA,34500,18333,43917,22723,43864,26793,48875,39167
"23420",67638,NA,NA,22375,7500,27375,20368,NA,NA,NA,NA
"23421",67639,NA,NA,21667,NA,65250,17500,NA,NA,NA,NA
"23422",67640,NA,NA,35536,26786,32115,15156,12917,45521,NA,34750
"23423",67642,31667,17917,39375,16667,31838,22961,44444,51250,71000,43750
"23424",67643,NA,NA,150139,NA,NA,15625,NA,NA,NA,NA
"23425",67644,NA,NA,41071,9250,43750,17292,NA,NA,NA,33750
"23426",67645,NA,NA,32250,7917,35893,23611,42404,40833,NA,41875
"23427",67646,NA,NA,20417,19286,29722,16875,71250,32708,60625,45682
"23428",67647,23750,NA,31250,4306,30833,27813,75313,36000,NA,NA
"23429",67648,NA,NA,36429,21875,39327,17917,34625,25833,NA,NA
"23430",67649,15000,NA,21563,21250,43125,18000,34643,32917,NA,11250
"23431",67650,NA,NA,54107,7000,46447,8214,20500,NA,NA,NA
"23432",67651,53125,4643,41250,NA,33250,16250,50417,30417,50417,NA
"23433",67653,NA,NA,35000,11250,23917,10469,73750,NA,NA,NA
"23434",67654,30750,NA,16667,21756,37853,23618,70302,35515,155919,52578
"23435",67656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23436",67657,NA,NA,26528,6250,32500,27500,75469,11875,NA,NA
"23437",67658,NA,NA,24375,NA,25000,42813,NA,NA,NA,NA
"23438",67659,NA,NA,40625,NA,25000,NA,NA,NA,NA,47614
"23439",67660,NA,NA,47083,NA,NA,NA,NA,NA,NA,NA
"23440",67661,21875,13571,23750,21806,42857,20795,41333,27344,75481,40000
"23441",67663,40909,NA,36111,21548,41000,19750,51696,30536,55833,65156
"23442",67664,NA,NA,22083,30341,35703,15000,50083,21591,NA,NA
"23443",67665,9940,NA,32813,18882,45500,21234,45188,28750,18472,19600
"23444",67667,NA,NA,33125,9750,40000,18125,48125,38250,NA,NA
"23445",67669,NA,6875,31071,15278,34286,19028,43250,26458,45417,44875
"23446",67671,NA,NA,33750,16510,48173,22500,38750,40938,27083,50469
"23447",67672,32361,24375,31250,18295,36667,23050,70208,30326,93333,42813
"23448",67673,NA,NA,NA,9750,41500,24167,NA,NA,NA,NA
"23449",67674,NA,NA,34000,52813,NA,NA,NA,NA,NA,NA
"23450",67675,24000,NA,38438,4583,4375,16250,NA,NA,NA,NA
"23451",67701,40417,25800,33869,16250,37176,26319,46324,34464,45313,47308
"23452",67730,NA,5536,33295,13250,27222,20192,44265,28646,16667,48472
"23453",67731,NA,NA,38036,16000,41250,18125,17143,30938,NA,NA
"23454",67732,NA,NA,43125,4750,39583,19432,48750,20208,85250,56250
"23455",67733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23456",67734,NA,NA,32083,18684,43333,31397,38000,31250,NA,NA
"23457",67735,35703,5069,24801,16188,31294,23482,38446,19135,39556,41473
"23458",67736,NA,NA,18295,7188,51176,23333,22000,73194,NA,NA
"23459",67737,NA,NA,33088,25000,31786,21250,42083,21750,43750,NA
"23460",67738,34688,NA,45625,10833,30938,21364,51875,15417,NA,NA
"23461",67739,42679,4375,13750,13750,46786,13250,130568,14545,NA,NA
"23462",67740,32656,NA,32321,23672,45556,21563,45724,37566,52500,16875
"23463",67741,21250,NA,28462,11250,51429,31250,NA,NA,NA,NA
"23464",67743,NA,NA,NA,NA,38333,NA,NA,NA,NA,NA
"23465",67744,NA,NA,16111,13750,45000,25125,NA,NA,NA,NA
"23466",67745,15000,NA,19514,8750,50114,16875,NA,4722,NA,76875
"23467",67747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23468",67748,23750,NA,26719,18106,40893,18371,46250,24688,62500,41667
"23469",67749,35089,NA,23672,11908,30833,20625,42000,31458,60938,38839
"23470",67751,NA,NA,29792,20625,55000,13750,NA,25625,NA,NA
"23471",67752,55250,NA,39659,16000,31667,19519,44375,17202,60000,37500
"23472",67753,26250,11250,38824,105469,46563,25294,46625,29375,NA,NA
"23473",67756,43438,8958,33750,20398,23516,26786,47083,19583,51250,37083
"23474",67757,36250,17857,31354,7404,43750,25000,NA,26250,NA,NA
"23475",67758,17132,NA,38750,20139,40909,28661,50417,33214,NA,49107
"23476",67761,NA,NA,44375,8750,34792,8333,47500,41250,NA,NA
"23477",67762,23750,NA,32750,30833,70469,11667,41250,30625,NA,NA
"23478",67764,14408,NA,24000,33750,27500,19444,53333,25179,NA,30000
"23479",67801,28625,22835,27247,24926,42193,28845,56000,37772,54545,47835
"23480",67831,37031,20893,37250,15990,38571,26806,57000,8036,8750,47083
"23481",67834,28750,NA,31250,25347,40893,26250,52500,33750,65417,NA
"23482",67835,40000,6875,40431,18750,43150,23144,61319,50240,57679,25000
"23483",67836,NA,NA,30125,NA,27188,63750,NA,NA,NA,NA
"23484",67837,50156,13875,33393,15625,50000,30104,44375,42679,21042,26500
"23485",67838,25673,22159,31036,21042,35833,23654,52500,38611,NA,41875
"23486",67839,36250,NA,31250,23295,39107,23333,54688,48068,53250,NA
"23487",67840,NA,NA,37500,NA,8750,NA,NA,NA,NA,NA
"23488",67841,31875,NA,20972,31477,41250,30833,73750,45078,NA,NA
"23489",67842,23958,NA,30208,15179,44375,27917,64545,47083,NA,46250
"23490",67843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23491",67844,26607,15833,24250,15682,37083,23750,44821,33092,111875,46250
"23492",67846,29807,20625,32047,16737,36658,25658,49563,36080,48205,47764
"23493",67849,73542,NA,36250,21667,50833,17308,60625,30893,56250,NA
"23494",67850,37083,NA,52031,NA,55417,25893,48750,36250,71250,41250
"23495",67851,36000,27813,35500,21000,46786,27788,56964,45789,181042,43194
"23496",67853,34306,16094,43393,14861,43125,15833,60208,20179,NA,54167
"23497",67854,38750,30625,36094,20893,30000,26500,53438,30417,31250,36875
"23498",67855,28333,23173,37917,9100,39766,30536,52750,33750,96000,44886
"23499",67857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23500",67859,30054,18162,35833,27679,54375,25938,63750,48750,NA,46250
"23501",67860,26313,23295,40000,27604,43571,29000,64583,33984,50380,46250
"23502",67861,34135,25078,30104,16964,46500,17885,67857,27083,53750,47000
"23503",67862,68125,NA,55179,21000,44286,15250,53750,14375,33500,NA
"23504",67863,NA,NA,NA,NA,71080,29167,39107,NA,NA,NA
"23505",67864,25865,14531,35227,26932,40000,21094,51875,41023,54205,44375
"23506",67865,NA,NA,25882,13393,33125,27212,46111,44375,60000,NA
"23507",67867,41250,4412,45000,20000,37500,28929,80385,47083,64375,NA
"23508",67868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23509",67869,36536,23750,33750,11875,41563,14107,51563,22500,59583,46172
"23510",67870,35147,5938,44185,25313,32361,21384,108125,37083,61750,8750
"23511",67871,27113,4239,27245,25556,42730,27106,50474,21944,NA,41397
"23512",67876,23333,NA,32500,37813,51250,25313,47955,43125,49792,33958
"23513",67877,34107,15441,31779,23214,36458,26875,61563,46250,53958,52656
"23514",67878,30962,NA,30781,26250,29063,26750,52344,35000,67778,31500
"23515",67879,27308,NA,35000,18958,40375,30234,51375,42250,81250,43000
"23516",67880,36413,16030,45820,16830,50556,14651,64945,38229,58882,59022
"23517",67882,NA,NA,NA,NA,44135,19750,80673,37750,NA,NA
"23518",67901,27213,19900,30379,20322,39531,29375,50872,37083,48077,47684
"23519",67950,45583,11167,34833,25114,26611,28958,44231,11932,110000,70536
"23520",67951,21627,7321,41563,15375,31926,24250,59009,37813,NA,41833
"23521",67952,35917,12500,26635,6875,48068,28750,23750,40417,NA,NA
"23522",67953,NA,NA,65179,NA,41442,21667,NA,NA,NA,NA
"23523",67954,31667,15625,44583,17344,33684,30417,61250,38333,NA,36250
"23524",68001,NA,NA,53250,29375,73333,NA,NA,23750,NA,NA
"23525",68002,4464,NA,35000,18125,46128,28214,53977,37813,69107,64167
"23526",68003,31250,8375,30625,21273,41518,28250,66833,34451,96250,51548
"23527",68004,11250,NA,51250,20263,31731,22083,55625,30357,NA,25000
"23528",68005,28277,17988,31169,19723,38980,27035,47462,41038,48889,44167
"23529",68007,NA,NA,30521,23750,67222,27250,63429,38974,66293,59650
"23530",68008,42946,10156,39375,28326,46026,31667,60341,37027,77250,52545
"23531",68010,NA,NA,NA,NA,NA,NA,27500,NA,NA,NA
"23532",68014,30625,NA,28182,16875,NA,19375,NA,NA,NA,NA
"23533",68015,NA,NA,38015,26296,40833,17083,54038,24722,NA,NA
"23534",68016,NA,NA,14063,33875,37083,41250,76875,45938,54583,54821
"23535",68017,NA,NA,36923,27232,51875,37778,71250,57887,48864,62000
"23536",68018,NA,NA,34750,10000,44375,26042,75893,NA,31705,66250
"23537",68019,53438,NA,27500,27500,42708,28125,NA,34643,NA,26250
"23538",68020,4886,12656,24960,25313,37386,15833,NA,11630,NA,36875
"23539",68022,36202,11556,49005,21488,44290,30095,75383,51083,90417,52302
"23540",68023,24688,NA,33664,35288,40677,43750,63750,46875,83125,105580
"23541",68025,24291,25679,37155,21362,41285,26229,54864,35304,66991,46314
"23542",68028,16371,NA,44167,24096,58063,26226,64060,44468,104079,47591
"23543",68029,NA,21250,48750,27386,51923,21154,80781,25000,NA,52857
"23544",68030,12250,NA,41250,25000,27750,21563,76250,51250,56250,32396
"23545",68031,11563,11275,35682,21500,39583,22162,76250,25000,75625,38438
"23546",68033,50625,NA,72500,NA,46563,13214,51250,25000,NA,31250
"23547",68034,30625,NA,15938,19896,82321,46250,97083,41375,84583,90893
"23548",68036,NA,NA,37955,65385,30776,25313,NA,NA,NA,NA
"23549",68037,30769,NA,30313,24321,44700,19167,81875,28309,56771,56926
"23550",68038,20357,NA,31042,20156,41042,25685,45417,40000,73750,48750
"23551",68039,14659,8558,22708,30208,26875,14375,NA,53036,NA,NA
"23552",68040,NA,NA,42813,9688,48542,14423,NA,NA,NA,NA
"23553",68041,24861,NA,40096,12422,42708,22426,56667,16563,NA,68750
"23554",68042,NA,NA,50417,NA,60625,35000,NA,NA,NA,NA
"23555",68044,20357,9107,37500,14583,46458,18875,NA,NA,NA,NA
"23556",68045,11250,8750,40000,20347,43173,21538,48125,38393,48281,44625
"23557",68046,31094,7000,40130,26590,45041,30119,67237,39583,93750,60484
"23558",68047,7250,11250,40257,23333,42188,23875,65938,31667,64688,55000
"23559",68048,26500,29659,43552,25033,37723,35556,51711,41375,95438,57188
"23560",68050,NA,NA,39167,23750,49219,20625,68393,53679,13750,NA
"23561",68055,6944,NA,33750,21250,37500,18125,10000,NA,NA,NA
"23562",68057,30938,NA,38083,20461,25500,25125,40179,26607,32969,51250
"23563",68058,NA,NA,39375,25625,62917,45313,101875,54375,NA,65179
"23564",68059,24250,19659,42656,25982,53421,30368,84107,27917,78125,52500
"23565",68061,29063,14167,31375,21719,43056,26250,69821,28750,33125,50625
"23566",68062,40625,NA,41250,15357,24167,30833,53906,28636,NA,NA
"23567",68063,NA,NA,31607,13875,53333,26875,8571,42292,NA,NA
"23568",68064,26607,30096,35789,21767,44297,25833,60347,43036,201212,91250
"23569",68065,15000,10000,54792,19554,44375,20833,35750,11425,21635,61667
"23570",68066,NA,10398,45294,18984,49567,27361,81000,47083,81250,56528
"23571",68067,15938,5833,28214,11176,30547,21563,162778,23750,NA,4167
"23572",68068,NA,NA,49167,30000,NA,41250,NA,33750,NA,NA
"23573",68069,21500,30694,41603,26333,45341,21071,61250,25625,112407,105469
"23574",68070,24777,NA,31295,30625,46500,28125,27222,36250,NA,NA
"23575",68071,24028,11250,28438,21012,18125,31053,61071,36875,NA,60833
"23576",68072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23577",68073,8333,19688,45250,26691,42098,37500,61250,32361,121607,54583
"23578",68102,9813,11111,16908,15888,30341,20701,53724,44000,67411,51705
"23579",68104,21514,16618,27283,21963,34869,28239,46348,37163,61172,47063
"23580",68105,20860,11003,25905,22941,28000,26445,42625,33446,59423,42462
"23581",68106,21657,13594,31694,25770,36402,32264,46133,40067,53672,49778
"23582",68107,25272,18856,30792,24924,30654,21807,29960,30139,50000,45833
"23583",68108,24100,16328,30877,21138,30380,19504,34028,39397,50000,42238
"23584",68110,16134,16068,19205,17684,18021,17875,60313,27411,38929,52917
"23585",68111,21236,16508,23814,20731,25453,18375,30333,33618,37067,33750
"23586",68112,24464,15227,24500,24286,36948,24519,41875,40603,41500,38185
"23587",68113,NA,NA,23393,NA,31813,31154,55250,NA,NA,51429
"23588",68114,42121,19896,31250,24429,31630,27230,52303,40300,74534,48917
"23589",68116,74712,20563,49514,28818,45206,32904,67917,42472,88672,53750
"23590",68117,27384,18033,31172,21313,30967,29327,46000,34432,58875,23950
"23591",68118,NA,NA,32500,26806,39852,33625,100083,41225,104875,62071
"23592",68122,11161,21563,36775,31016,41436,30729,53420,42853,49275,48656
"23593",68123,16016,17063,40754,23036,43995,28427,62353,35929,91029,51168
"23594",68124,18088,10917,35000,19427,45443,27132,70255,35463,75085,51557
"23595",68127,21838,21286,32018,25536,31733,33041,47125,34148,62736,43071
"23596",68128,27656,4019,41250,29128,38330,32765,60078,36458,87333,51063
"23597",68130,NA,24659,60785,20893,49708,32684,73963,48102,108159,58125
"23598",68131,21815,8059,21206,18622,30054,24182,33125,29141,44048,33973
"23599",68132,21184,13516,29130,21512,26523,34021,47464,37529,86121,62845
"23600",68133,33269,11397,44444,26786,52167,29290,73105,38040,100351,63203
"23601",68134,26016,25787,33080,25620,38102,25196,47008,35081,58889,39688
"23602",68135,14196,27563,37684,24144,54004,33120,78919,42423,100927,51813
"23603",68136,50200,NA,56842,26892,49699,32273,64956,43907,83611,51719
"23604",68137,30385,17368,35088,27116,39766,32155,56750,41328,66429,51473
"23605",68138,35694,NA,50524,29639,44310,31396,61875,45278,66250,54129
"23606",68142,NA,NA,34020,23750,40000,30000,76458,36071,74063,49091
"23607",68144,23625,21765,28816,25864,40940,26978,53949,37558,70208,51044
"23608",68147,25592,15745,33177,22027,39412,24771,54492,43333,78448,48295
"23609",68152,45968,13083,36953,30781,51493,28693,55313,39659,86786,60694
"23610",68154,41389,29087,33893,22924,42689,28521,67315,40791,77434,51196
"23611",68157,33370,23125,44625,26164,41406,29205,51159,39653,48750,55380
"23612",68164,24049,25870,36537,31504,43214,28596,56028,39201,66385,53607
"23613",68178,NA,NA,NA,NA,NA,NA,NA,NA,18125,NA
"23614",68301,39167,NA,41406,12455,45000,27279,52813,43750,67321,50313
"23615",68303,NA,NA,22750,18125,34375,18750,48750,10000,NA,NA
"23616",68304,NA,NA,55417,12500,42500,16818,38365,16250,NA,NA
"23617",68305,21125,NA,27241,16364,41250,25568,68125,42434,52813,43750
"23618",68307,NA,NA,35125,36250,38750,42896,NA,NA,NA,NA
"23619",68309,NA,NA,27708,20833,45625,22500,NA,NA,NA,NA
"23620",68310,15972,12841,30000,20356,36307,26266,51920,34904,52361,60385
"23621",68313,NA,12125,28917,18487,50982,30714,64310,20500,NA,NA
"23622",68314,NA,NA,47500,21875,65500,33688,70893,40982,NA,54886
"23623",68315,NA,NA,NA,NA,23750,46103,NA,NA,NA,NA
"23624",68316,31250,NA,36250,19583,38750,17500,52750,37500,NA,53750
"23625",68317,NA,NA,61250,32083,54861,23125,58929,46250,86071,49792
"23626",68318,30750,NA,21250,23750,19583,15208,23125,NA,NA,NA
"23627",68319,NA,NA,48750,17500,38036,20000,51250,71250,NA,47500
"23628",68320,NA,NA,37083,16667,65875,13750,NA,33750,NA,NA
"23629",68321,NA,NA,56875,11250,63750,20789,NA,NA,NA,NA
"23630",68322,NA,NA,24875,25250,47813,25556,55000,44375,NA,NA
"23631",68323,NA,NA,27083,25417,61875,22308,NA,NA,NA,NA
"23632",68324,NA,NA,63409,NA,NA,21250,NA,NA,NA,NA
"23633",68325,NA,NA,50781,NA,26667,13750,63750,NA,NA,NA
"23634",68326,NA,NA,111250,4375,50000,33125,48333,29688,NA,NA
"23635",68327,NA,NA,29000,11806,38750,21250,38750,NA,NA,NA
"23636",68328,38125,NA,30938,26750,38393,29375,NA,NA,67344,NA
"23637",68329,25750,14167,22500,19219,44063,18875,43393,17083,70833,51250
"23638",68331,NA,NA,44375,22750,47917,31964,58333,44750,NA,49688
"23639",68332,NA,NA,17500,NA,38750,11458,NA,NA,NA,NA
"23640",68333,30417,26597,36250,14906,33125,26743,45500,31649,50000,52321
"23641",68335,16250,NA,23500,18750,58750,17708,41806,13929,NA,NA
"23642",68336,NA,NA,28750,28393,54375,21154,128245,31417,13750,49896
"23643",68337,NA,NA,22188,25469,63500,34792,30536,3750,NA,NA
"23644",68338,NA,NA,57880,6923,37500,32188,40000,24375,NA,NA
"23645",68339,NA,NA,42917,22434,51705,30625,27379,51169,74531,NA
"23646",68340,26458,NA,32917,22946,40875,30833,48375,15625,37250,NA
"23647",68341,NA,NA,42857,21731,41000,23250,30833,41250,64844,NA
"23648",68342,NA,NA,33125,23250,45227,26563,60833,26667,NA,31250
"23649",68343,36250,19091,41607,21250,32102,27500,38750,36250,NA,NA
"23650",68344,22083,NA,45313,21458,42750,28571,42500,38125,NA,40000
"23651",68345,40000,NA,28438,26354,19922,32292,NA,NA,NA,NA
"23652",68346,NA,45250,26481,19792,45000,43882,53000,188393,47596,NA
"23653",68347,11806,NA,45446,25417,47614,28700,44375,31111,66111,53125
"23654",68348,NA,NA,42292,NA,16250,24375,NA,NA,NA,NA
"23655",68349,22188,NA,31667,14688,53750,22426,44861,48068,61750,48393
"23656",68350,NA,NA,52813,21250,43750,12083,NA,43906,NA,NA
"23657",68351,NA,NA,32188,10000,48229,22024,53125,36250,NA,45500
"23658",68352,26750,11175,30987,16944,32250,27667,34952,31522,82917,54219
"23659",68354,22639,13333,30417,22500,35938,25865,27083,25694,NA,78750
"23660",68355,4500,NA,34224,16220,38750,23375,39955,27132,45781,38929
"23661",68357,58750,NA,26125,28750,58750,17500,54375,30625,NA,51250
"23662",68358,108897,NA,42386,7361,49286,22125,62639,45000,NA,49181
"23663",68359,5893,NA,35500,22813,34167,25104,64792,40500,48250,56786
"23664",68360,NA,NA,39861,39028,55000,14500,81806,61111,NA,24625
"23665",68361,25000,4083,29750,15750,30461,22885,33523,28889,30417,30750
"23666",68362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23667",68364,NA,NA,32500,25000,26250,51250,NA,NA,NA,NA
"23668",68365,16250,NA,34792,6719,28250,31389,NA,NA,NA,NA
"23669",68366,25625,9519,40139,9850,18750,21875,44821,41000,89297,NA
"23670",68367,15893,NA,40313,18438,37500,22750,39375,48854,NA,NA
"23671",68368,NA,NA,45787,16875,47292,33250,15469,13125,42250,56563
"23672",68370,20625,11250,47632,16136,40167,25817,45833,18750,33125,51375
"23673",68371,NA,NA,38250,23333,41250,20341,49183,40156,9844,35000
"23674",68372,33958,31250,41269,19839,35417,26808,55882,33070,52500,54741
"23675",68375,NA,NA,16375,NA,NA,14167,NA,NA,NA,NA
"23676",68376,20000,28281,33864,12279,36667,21116,81875,29417,14875,48500
"23677",68377,76250,NA,37188,19063,20417,19097,22250,38571,NA,NA
"23678",68378,23438,NA,31667,17000,50625,25000,50938,28750,NA,53750
"23679",68379,50833,NA,NA,40000,NA,18750,NA,31250,NA,NA
"23680",68380,NA,NA,28125,NA,NA,NA,41250,NA,NA,NA
"23681",68381,NA,NA,36250,28929,41667,47604,56375,10417,NA,NA
"23682",68382,NA,NA,45833,21250,NA,18125,NA,NA,NA,NA
"23683",68401,20625,NA,28750,13667,36500,17188,44500,22500,41875,43750
"23684",68402,28125,NA,44583,22656,38854,25446,65962,62639,88393,40625
"23685",68403,NA,NA,43125,26786,60833,14167,44000,NA,NA,NA
"23686",68404,NA,NA,66094,40750,55278,31310,70625,24464,41398,61184
"23687",68405,48942,NA,39375,24063,44792,25714,62212,43542,80313,53977
"23688",68406,NA,3929,31875,16875,44750,25000,26667,26667,NA,30833
"23689",68407,NA,NA,44318,18125,53125,31000,48594,50417,53750,29688
"23690",68409,NA,NA,38333,16563,41250,21250,63281,24091,157917,53646
"23691",68410,19394,23705,35357,23097,36645,29773,45893,21538,63611,49375
"23692",68413,NA,NA,37000,15417,66458,16875,78125,38250,NA,145694
"23693",68414,NA,NA,41250,14583,88750,30278,NA,NA,NA,NA
"23694",68415,26563,NA,38125,15625,42031,26625,61563,41000,39375,86875
"23695",68416,23750,NA,53125,24063,23750,26550,NA,NA,NA,NA
"23696",68417,NA,NA,47727,21731,NA,13750,NA,NA,NA,NA
"23697",68418,21500,NA,34444,12083,53571,22303,31250,35625,65694,68250
"23698",68419,NA,NA,31000,10625,46875,35625,34500,NA,NA,90417
"23699",68420,9333,NA,29844,13281,31406,21250,60313,32500,47500,42750
"23700",68421,NA,NA,40417,30000,20694,25000,11042,14821,72500,38750
"23701",68422,NA,NA,36875,31458,33750,23333,75417,54583,NA,50893
"23702",68423,NA,NA,43152,30903,44348,23750,49688,40083,102917,NA
"23703",68424,NA,NA,37813,14643,41875,23661,36250,55156,NA,47500
"23704",68428,103477,NA,33929,19375,37305,38333,75096,35156,86420,123000
"23705",68430,115625,NA,39479,44375,49038,27361,82386,41701,81164,50813
"23706",68431,20000,NA,30417,6875,21477,16250,NA,NA,NA,NA
"23707",68433,29792,NA,28036,20417,16393,26042,NA,NA,NA,NA
"23708",68434,26944,13150,40674,23056,53361,21905,54676,31806,60461,58462
"23709",68436,8750,NA,42083,18125,54028,12386,46250,16250,46667,NA
"23710",68437,18056,NA,46250,30139,93125,43472,85536,NA,NA,NA
"23711",68438,NA,NA,41750,14125,43571,6250,43750,NA,NA,NA
"23712",68439,60547,NA,31304,27578,46250,16944,NA,27813,NA,NA
"23713",68440,NA,NA,25833,8750,NA,22813,NA,NA,NA,NA
"23714",68441,NA,NA,42083,20625,39643,17132,NA,NA,NA,NA
"23715",68442,NA,NA,24167,9276,60909,33750,70625,30000,98750,NA
"23716",68443,43750,8750,48750,23750,33750,27266,44028,46250,45625,35313
"23717",68444,NA,NA,NA,NA,36250,9688,NA,51250,NA,NA
"23718",68445,NA,NA,13125,16563,69375,30714,NA,NA,NA,NA
"23719",68446,6932,NA,35278,21823,39479,30677,54519,37045,65804,55385
"23720",68447,14583,NA,60278,17283,44583,22917,51429,33036,NA,NA
"23721",68448,23125,6667,4167,20000,35500,NA,51250,60400,NA,NA
"23722",68450,NA,14821,23558,20069,25417,31250,37109,37917,48125,57614
"23723",68452,NA,NA,NA,NA,36750,29167,18542,NA,NA,NA
"23724",68453,NA,NA,26250,13500,43542,25357,41250,NA,68750,NA
"23725",68454,24688,NA,29375,24375,41875,22500,63571,58542,NA,55288
"23726",68455,31250,14375,37857,12250,13750,27143,NA,34375,NA,NA
"23727",68456,38750,20893,47500,21250,41607,21406,119688,9861,60625,51406
"23728",68457,6250,NA,30781,20000,42188,16222,NA,4375,NA,NA
"23729",68458,NA,NA,27188,27083,40625,26250,NA,NA,NA,NA
"23730",68460,35000,NA,49688,16050,37000,27750,29886,42813,112917,NA
"23731",68461,NA,NA,NA,NA,42396,NA,86250,54625,143750,NA
"23732",68462,NA,NA,32391,26107,39034,32500,63462,50556,101250,47563
"23733",68463,47188,NA,40000,21500,48750,23365,41000,46731,68750,41667
"23734",68464,NA,NA,30950,17969,38472,10750,23500,25625,NA,40625
"23735",68465,26250,14464,36250,25450,41875,31773,31932,35250,35000,41875
"23736",68466,17083,48382,38063,15417,33542,18802,27917,12266,47500,9375
"23737",68467,16767,2813,32315,22531,37583,24500,47258,24408,53958,55875
"23738",68502,26737,9323,27828,19695,34216,25717,47122,30337,61098,51988
"23739",68503,28750,18266,26647,18310,27984,21464,24032,30205,26071,21359
"23740",68504,30399,19426,26282,21645,33932,21836,42569,38212,31692,22917
"23741",68505,36319,16563,38050,24115,34792,21578,53482,37827,84583,48598
"23742",68506,24176,13554,36364,22137,36803,30720,50889,33036,70360,50072
"23743",68507,26250,24583,28333,21958,35767,28143,46296,34699,71298,44239
"23744",68508,9758,10784,18077,17625,18067,14103,18966,15398,27679,14665
"23745",68510,19792,12007,31655,22483,31806,21122,42095,31173,52083,41250
"23746",68512,97604,27727,32399,23854,42529,29840,59038,42255,110556,61667
"23747",68514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23748",68516,25982,21647,41193,18224,44343,26646,68295,43008,86082,52179
