"","WhiteAlone","BlackOrAfricanAmericanAlone","AmericanIndianAndAlaskaNativeAlone","AsianAlone","NativeHawaiianAndOtherPacificIslanderAlone","SomeOtherRaceAlone","TwoOrMoreRaces","Id2"
"463",86.8,5.42,0.71,4.75,0,2.04,0.27,2108
"464",89.84,2.33,0,4.03,0,2.64,1.16,2109
"465",88.3,2.8,0,4.39,0,2.63,1.88,2110
"466",45.53,3.33,0.36,44.09,0,3.15,3.54,2111
"467",92.69,0.77,0,4.57,0,0.37,1.59,2113
"468",78.95,5,0.23,12.96,0.05,1.3,1.5,2114
"469",69.32,8.68,0.18,14.92,0,3.84,3.06,2115
"470",76.69,6.75,0.02,13.73,0.07,1.36,1.38,2116
"471",50.96,18.04,0.25,16.21,0,11.29,3.25,2118
"472",15.57,61.2,0.33,2.09,0,16.06,4.75,2119
"473",48.63,23.79,0.27,12.3,0,10.78,4.24,2120
"474",8.96,69.1,1.13,1.22,0.07,17.44,2.09,2121
"475",35.04,32.62,0.29,15.87,0,12.84,3.34,2122
"476",20.85,62.45,0.63,7.54,0,5.18,3.35,2124
"477",35.35,25.64,0.48,13.87,0,20.89,3.78,2125
"478",8.96,84.87,0,0.28,0.59,2.63,2.67,2126
"479",81.93,6.08,0.11,4.88,0,5.13,1.88,2127
"480",63.4,4.63,1.03,3.7,0.11,4.85,22.28,2128
"481",75.2,10.99,0,8.4,0,3.4,2.01,2129
"482",65.57,14.38,0.1,5.6,0,9.92,4.43,2130
"483",56.22,24.66,1.45,3.51,0,8.94,5.21,2131
"484",84.27,4.19,0,6.5,0,2.37,2.67,2132
"485",69.17,7.93,0.06,13.45,0,5.48,3.92,2134
"486",77.67,4.04,0.09,14.65,0,1.38,2.17,2135
"487",36.82,45.65,0.2,2.16,0,11.01,4.14,2136
"488",74.45,6.08,0.15,12.72,0.03,2.24,4.34,2138
"489",64.89,13.35,0.38,14.07,0.1,2.3,4.92,2139
"490",64.94,19.56,0.29,9.5,0,1.94,3.78,2140
"491",60.57,13,0.19,19.13,0.11,3.12,3.87,2141
"492",58.77,3,0.04,33.23,0,1.52,3.45,2142
"493",77.75,2.7,0.17,12.35,0,4.67,2.38,2143
"494",82.58,6.2,0.01,7.1,0,1.54,2.57,2144
"495",70.68,12.67,0.59,8.46,0,4.54,3.06,2145
"496",55.52,14.27,0.25,23.44,0,2.34,4.19,2148
"497",68.7,14.72,0.19,3.52,0,7.18,5.69,2149
"498",48.66,6.32,0.19,3.24,0,9.28,32.31,2150
"499",74.36,4.45,0.4,6.53,0,9.22,5.04,2151
"500",93.27,1.84,0.06,0.92,0.13,0.94,2.85,2152
"501",80.96,7.6,0.19,7.5,0.06,0.66,3.03,2155
"502",62.62,11.38,0,20.9,0,1.57,3.52,2163
"503",71.57,7.05,0.12,17.99,0,1.23,2.04,2169
"504",65.52,1.95,0.02,29.29,0,0.28,2.93,2170
"505",63.07,3.62,0.44,30.32,0,0.63,1.93,2171
"506",92.28,3.09,0.01,3.38,0,0.1,1.15,2176
"507",92.75,0.89,0.16,3.24,0,1.42,1.54,2180
"508",85.96,3.79,0.04,7.85,0,1.11,1.25,2184
"509",78.05,13.57,0.04,5.9,0,0.59,1.86,2186
"510",84.3,6.54,0,7.96,0,0.25,0.96,2188
"511",84.53,6.04,0.14,4.44,0,0.81,4.02,2189
"512",90.78,2.08,0.35,4.31,0,1.29,1.18,2190
"513",94.52,0.25,0,4.77,0,0.38,0.08,2191
"514",89.79,0.86,0,9.35,0,0,0,2199
"515",NA,NA,NA,NA,NA,NA,NA,2203
"516",94.93,0.63,0.32,1.53,0,0,2.59,2210
"517",73.53,3.6,0.09,17.84,0.04,2.31,2.59,2215
"518",43.6,42.47,0.24,2.57,0.02,7.59,3.51,2301
"519",56.27,31.17,0.27,1.37,0,6.16,4.77,2302
"520",84.14,10.64,0.39,1.82,0,1,2.02,2322
"521",89.35,6.05,0.1,0.74,0,1.14,2.62,2324
"522",95.5,1.59,0,0.41,0,1.46,1.04,2330
"523",97.35,0.85,0.03,0.86,0,0.2,0.71,2332
"524",95.9,0.28,0.2,2.14,0,0.62,0.86,2333
"525",97.46,0,0,0,0,0.7,1.84,2338
"526",96.41,0.49,0,1.38,0.14,0.16,1.41,2339
"527",95.5,1.78,0.18,0.59,0,0.18,1.79,2341
"528",86.66,8.88,0.18,1.99,0,0.67,1.63,2343
"529",94.72,2.03,0.3,1.22,0.04,0.55,1.15,2346
"530",97.42,1.21,0,0.09,0,0.48,0.8,2347
"531",92.82,3.61,0.18,2.12,0,0.55,0.71,2351
"532",94.02,2.72,0,1.42,0,0.49,1.35,2356
"533",82.79,7.4,0,3.55,0,0,6.26,2357
"534",95.87,0.87,0.15,0.35,0,0.61,2.15,2359
"535",94.33,1.98,0.28,0.65,0.02,1.28,1.46,2360
"536",94.68,0.17,0.2,2.4,0,0.32,2.23,2364
"537",51.68,24.83,0,0,0,12.75,10.74,2366
"538",97.04,0,0,0.42,0,0.46,2.08,2367
"539",37.28,43.9,0.12,14.45,0,2.58,1.67,2368
"540",93.68,3.19,0.07,1.39,0,0.26,1.41,2370
"541",87.96,5.24,0,2.57,0,1.93,2.3,2375
"542",90.36,4.79,0.16,1.14,0,0.25,3.31,2379
"543",94.87,1.01,0,1.25,0,1.33,1.54,2382
"544",73.13,0.82,0.09,23.3,0,0.01,2.64,2420
"545",73.32,1.16,0.25,20.89,0,0.41,3.96,2421
"546",81.44,2.63,0.06,12.25,0,1.19,2.43,2445
"547",75.87,2.08,0.1,17.36,0,1.62,2.97,2446
"548",80.67,3.56,0.18,8.6,0.35,2.96,3.69,2451
"549",74.66,6.65,0.22,12.67,0.06,2.25,3.5,2452
"550",75.14,6.05,0.01,10.25,0.17,5.92,2.47,2453
"551",70.89,8.94,0,12.66,0,3.2,4.32,2457
"552",79.23,3.74,0,13.82,0,0.44,2.78,2458
"553",82.06,1.7,0.16,12.85,0,0.45,2.77,2459
"554",83.56,3.11,0,10.27,0,0.65,2.41,2460
"555",72.05,3.8,0,18.79,0,0.25,5.11,2461
"556",77.69,1.06,0,18.27,0,0.14,2.83,2462
"557",73.8,2.48,0,17.17,0,3.29,3.26,2464
"558",84.65,4.11,0,8.93,0,0.93,1.38,2465
"559",77.25,2.88,0.12,18.19,0,0.45,1.11,2466
"560",78.59,3.34,0,15.23,0.23,0.94,1.68,2467
"561",83.08,1.54,0,13.5,0,0,1.88,2468
"562",84.54,3.24,0.25,7.04,0.07,2.17,2.69,2472
"563",84.08,2.51,0.32,9.57,0,0.75,2.76,2474
"564",87.91,1.4,0.17,7.79,0,0.33,2.41,2476
"565",82.8,1.81,0.12,12.36,0,0.88,2.03,2478
"566",85.77,1.75,0,8.79,0.16,0.9,2.63,2481
"567",84.89,1.26,0.15,11.61,0,0.77,1.32,2482
"568",89.49,1.44,0,6.36,0,0.7,2.02,2492
"569",84.23,2.25,0,10.72,0,0.51,2.29,2493
"570",85.42,1.32,0,10.84,0,0.04,2.38,2494
"571",95.71,2.28,0.22,0.33,0,0.72,0.73,2532
"572",89.82,0.88,0,0.88,0,7.46,0.96,2534
"573",80.67,0.47,12.86,0.16,0,0.55,5.3,2535
"574",88.52,3.86,0.24,2.01,0,1.84,3.53,2536
"575",95.83,0.52,0,1.37,0,0.3,1.97,2537
"576",98.61,1.29,0,0,0,0,0.09,2538
"577",96.61,1.5,0,0.34,0,0,1.55,2539
"578",91.06,1.64,0.57,4.76,0,0.6,1.38,2540
"579",65.28,4.85,5.8,0.17,0.26,1.82,21.82,2542
"580",98.51,0.27,0,0.95,0,0.27,0,2543
"581",100,0,0,0,0,0,0,2553
"582",88.05,5.9,0.01,1.12,0,1.78,3.14,2554
"583",97.09,0.91,0,1.05,0,0.14,0.81,2556
"584",86.13,7.76,0.28,3.7,0,2.13,0,2557
"585",79.25,3.83,0,0,0,16.92,0,2558
"586",92.95,2.64,0,1.73,0,1.16,1.53,2559
"587",100,0,0,0,0,0,0,2561
"588",99.05,0,0,0.71,0,0,0.24,2562
"589",95.84,0.32,0,1.27,0,1.6,0.97,2563
"590",95.54,0,0,0.52,0,2.1,1.84,2564
"591",94.72,1.48,0,0.4,0,1.8,1.6,2568
"592",87.77,3.11,0,0.71,0,4.81,3.6,2571
"593",97.49,1.1,0,0.38,0,1.03,0,2575
"594",91.94,1.04,0,3.05,0.41,2.37,1.19,2576
"595",NA,NA,NA,NA,NA,NA,NA,2584
"596",79.41,8.72,2.01,1.52,0,4.73,3.61,2601
"597",99.24,0.43,0,0,0,0,0.33,2630
"598",97.66,1.22,0.15,0.24,0,0.17,0.57,2631
"599",96.72,0.43,0.27,1.04,0,0.55,0.99,2632
"600",90.1,7.57,0,0.62,0,0.47,1.24,2633
"601",98.66,0.45,0,0.57,0,0.33,0,2635
"602",76.19,0,0,23.81,0,0,0,2637
"603",98.87,0,0.42,0.24,0,0.48,0,2638
"604",95.76,0,0,0.51,0,0,3.73,2639
"605",100,0,0,0,0,0,0,2641
"606",96.85,0.24,0.43,2.38,0,0,0.1,2642
"607",100,0,0,0,0,0,0,2643
"608",99.26,0.09,0,0.38,0,0.27,0,2644
"609",93.83,1.1,0.08,1.02,0,2.71,1.25,2645
"610",90.75,0.21,0,7.4,0,0,1.64,2646
"611",100,0,0,0,0,0,0,2647
"612",94.78,1.81,0,0.23,0,1.17,2,2648
"613",92.16,2.3,2.06,0.32,0,0.94,2.21,2649
"614",96.64,3.36,0,0,0,0,0,2650
"615",100,0,0,0,0,0,0,2651
"616",100,0,0,0,0,0,0,2652
"617",98.68,0,0,0.4,0,0,0.92,2653
"618",96.09,1.5,0,0,0,1.85,0.56,2655
"619",88.09,4.89,0,0.84,0,1.35,4.82,2657
"620",97.85,0.48,0,0,0,0,1.67,2659
"621",88.68,7.24,0.55,0.22,0,0.93,2.38,2660
"622",100,0,0,0,0,0,0,2663
"623",94.26,2.32,0,1.61,0,0.16,1.65,2664
"624",96.15,0,3.85,0,0,0,0,2666
"625",94.02,1.38,0,0,0,0.59,4.01,2667
"626",96.12,0,0,0.54,0,0.87,2.47,2668
"627",100,0,0,0,0,0,0,2669
"628",96.77,1,0,0,0,0,2.23,2670
"629",96.92,0,0,0,0,0,3.08,2671
"630",100,0,0,0,0,0,0,2672
"631",93.28,3.72,0.43,1.05,0,0.23,1.3,2673
"632",95.67,0.78,0,1.22,0,0.27,2.06,2675
"633",97.5,0.35,0,0,0,0.55,1.6,2702
"634",87.57,4.43,0.18,4.54,0.12,1.08,2.08,2703
"635",100,0,0,0,0,0,0,2713
"636",95.15,0,1.31,0.16,0,0,3.38,2715
"637",95.68,0.37,0,0.09,0,2.5,1.35,2717
"638",92.31,5.4,0,0.83,0,0.24,1.23,2718
"639",94.8,0.16,0.06,2.94,0,0.76,1.28,2719
"640",89.05,3.58,0,1.83,0.29,3.21,2.05,2720
"641",87.63,2.67,0.21,2.17,0,4.72,2.6,2721
"642",83.59,5.42,0.17,1.83,0,3.18,5.82,2723
"643",86.49,3.7,0.26,3.7,0,2.57,3.27,2724
"644",95.88,0,0,1.07,0,1.29,1.77,2725
"645",96.59,1,0,0.76,0,0.07,1.58,2726
"646",91.56,0.65,0,2.67,0,3.97,1.16,2738
"647",98.5,0.44,0.16,0.71,0,0,0.18,2739
"648",70.24,8.99,0.67,1.17,0,13.61,5.31,2740
"649",96.2,0.02,0,0.33,0,2.13,1.32,2743
"650",77.76,6.23,0,2,0.09,7.44,6.49,2744
"651",89.98,3.45,0.24,0.41,0,2.53,3.4,2745
"652",66.57,10.25,0.59,1.11,0,16.71,4.77,2746
"653",91.93,3.35,0,1.47,0,0.94,2.31,2747
"654",92.3,0.67,0,2.87,0.35,0.49,3.32,2748
"655",92.76,2.27,0.05,3.5,0,0.23,1.2,2760
"656",93.63,0.15,0.4,3.49,0,1.8,0.52,2762
"657",98.53,0.06,0,0,0,0.67,0.73,2763
"658",98.52,0.1,0,0,0,0.05,1.32,2764
"659",92.74,2.34,0.07,2.67,0,0.19,2,2766
"660",88.3,3.67,0,3.64,0,0.16,4.23,2767
"661",98.64,0.17,0.11,0.55,0,0,0.53,2769
"662",93.78,0.51,0,1.91,0,0.02,3.77,2770
"663",95.99,1.13,0.04,1.88,0.43,0.44,0.1,2771
"664",96.9,0.3,0,0.51,0,0.32,1.97,2777
"665",97.41,0.62,0,0,0,0.03,1.94,2779
"666",89.01,5.14,0.39,1.01,0,2.31,2.14,2780
"667",97.86,0.41,0.04,0.28,0,0.06,1.35,2790
"668",100,0,0,0,0,0,0,2791
"669",100,0,0,0,0,0,0,2802
"670",98.14,0,0,1.86,0,0,0,2804
"671",92.99,0.69,0,2.64,0,0.01,3.67,2806
"672",98.33,0.72,0,0,0,0.96,0,2807
"673",85.92,6.31,2.09,0,0,2.91,2.77,2808
"674",96.33,0.46,0.32,1.26,0.11,0.32,1.21,2809
"675",95.89,0,0,2.95,0,0,1.17,2812
"676",95.58,0,1.41,0,0,0.49,2.53,2813
"677",98.09,0.13,0,0.12,0,0.71,0.95,2814
"678",72.5,0,0,0,0,6.5,21,2815
"679",97.87,0.1,0.05,0.55,0.05,0.39,0.98,2816
"680",91.77,1.61,0.29,3.74,0,0.29,2.29,2817
"681",94.82,1.64,0.11,1.65,0,0.04,1.74,2818
"682",93.24,1.24,0.45,3.62,0,1.24,0.22,2822
"683",95.87,1.17,0,0,0,0.15,2.81,2825
"684",100,0,0,0,0,0,0,2826
"685",97.63,0,0,2.37,0,0,0,2827
"686",95.85,2,0,1.07,0,0.01,1.07,2828
"687",97.95,0.6,0,0.44,0,0.19,0.82,2830
"688",99.04,0.06,0.54,0,0,0.35,0,2831
"689",94.81,2.41,1.24,0.53,0,0.84,0.17,2832
"690",96.3,0,0,0,0,3.7,0,2833
"691",95.21,0.42,0.76,0,0,0,3.61,2835
"692",100,0,0,0,0,0,0,2836
"693",97.42,0.89,0,0.32,0,0.6,0.77,2837
"694",86.69,10.15,0.14,0.94,0,0,2.07,2838
"695",100,0,0,0,0,0,0,2839
"696",85.75,6.11,0.35,0.95,0,3.09,3.75,2840
"697",83.11,5.72,0.09,4.41,0,1.13,5.53,2841
"698",81.91,6.96,0.12,4.47,0.11,1.09,5.34,2842
"699",93.27,1.63,0.17,3.14,0,0.63,1.16,2852
"700",98.44,0.02,0,0.09,0,0.12,1.32,2857
"701",100,0,0,0,0,0,0,2858
"702",94.09,0.52,0.4,2.05,0,0.89,2.05,2859
"703",55.41,23.78,0.17,1.94,0.02,13.46,5.23,2860
"704",80.02,7.76,0.08,0.81,0.22,8.45,2.65,2861
"705",59.28,18.7,0.07,0.03,0,18.78,3.14,2863
"706",93.63,1.24,0.12,2.39,0,1.29,1.33,2864
"707",90.66,3.07,0.15,1.85,0,0.99,3.28,2865
"708",94.68,1.31,0.12,1.61,0.41,0.08,1.8,2871
"709",100,0,0,0,0,0,0,2872
"710",100,0,0,0,0,0,0,2873
"711",96.68,0.56,0,0.92,0,0.36,1.48,2874
"712",92.52,0,0,0,0,0,7.48,2875
"713",100,0,0,0,0,0,0,2876
"714",97.87,0.54,0.09,0.3,0,0,1.2,2878
"715",92.51,1.86,2.5,1.43,0,0.45,1.25,2879
"716",84.36,5.47,0,4.66,0,2.29,3.22,2881
"717",96.79,0.49,0.41,0.43,0.04,0.6,1.25,2882
"718",98.16,0.11,0,0.35,0,0.14,1.24,2885
"719",91.5,0.59,0.05,4.23,0,1.43,2.19,2886
"720",89.4,1.83,0,3.68,0,3.18,1.91,2888
"721",93.92,1.92,0.24,1.56,0,0.77,1.59,2889
"722",94.75,0.8,0.3,2,0,0.35,1.8,2891
"723",90.65,0.56,1.62,2.04,0,5.12,0,2892
"724",89.56,3.14,0.15,2.98,0,2.3,1.87,2893
"725",100,0,0,0,0,0,0,2894
"726",81.49,6.61,0.28,5.75,0,2.96,2.91,2895
"727",96.16,0.28,0.15,1.5,0,0.41,1.49,2896
"728",96.67,0.49,1.62,0,0,1.22,0,2898
"729",66.45,10.19,1.09,10.04,0.04,7.62,4.57,2903
"730",70.53,14.57,0.19,2.05,0,8.71,3.95,2904
"731",49.15,17.08,0.82,4.43,0.07,24.43,4.02,2905
"732",79.33,6.68,0.39,8.16,0.1,2.19,3.15,2906
"733",31.37,21.51,0.96,8.71,0.12,34.44,2.89,2907
"734",54.66,21,1.14,4.62,0.05,14.92,3.6,2908
"735",38.01,12,1.26,7.59,0.03,37.15,3.96,2909
"736",81.16,4.55,0.13,7.56,0.05,4.04,2.5,2910
"737",86.34,8.76,1.19,0.82,0.03,1.46,1.4,2911
"738",71.41,15.19,0,7.35,1.84,0.59,3.62,2912
"739",78.38,7.32,0.05,1.69,0,5.14,7.42,2914
"740",91.16,2.2,0.26,2.05,0,1.02,3.31,2915
"741",90.61,5.59,0,1.36,0,0.2,2.25,2916
"742",93.2,1.81,0.43,2.38,0.11,0.92,1.16,2917
"743",87.7,2.18,0.63,5.27,0,1.27,2.94,2919
"744",80.79,5.56,1.34,3.85,0,5.53,2.93,2920
"745",93.68,0.74,0.46,3.15,0,1.52,0.45,2921
"746",93.57,0.35,0.35,2.2,0,0.84,2.69,3031
"747",96.2,0.3,0.46,0.42,0,0.34,2.29,3032
"748",97.05,0.06,1.06,0.84,0,0,1,3033
"749",97.25,0,0,1.87,0,0,0.88,3034
"750",96.81,0.58,0,0.19,0,0.23,2.19,3036
"751",99.69,0.14,0,0.16,0,0,0,3037
"752",94.82,1.89,0.1,1.8,0,0.38,1.01,3038
"753",98.11,0,0,0,0,0,1.89,3042
"754",97.03,0.58,0,0.65,0,1.03,0.71,3043
"755",96.57,0.93,0,0.93,0,1.14,0.42,3044
"756",96.86,1.61,0.15,0.18,0,0.39,0.82,3045
"757",94.2,0.22,0.36,1.19,0,1.01,3.03,3046
"758",93.98,0.07,0.33,1.74,0,0.67,3.21,3047
"759",96.7,0,0,0.46,0,0.34,2.5,3048
"760",97.64,0.26,0.12,1.08,0,0,0.91,3049
"761",94.67,1.27,0,2.99,0,0.17,0.9,3051
"762",97.67,0.54,0,0.63,0,0,1.16,3052
"763",96.46,0.63,0.24,1.62,0,0.49,0.55,3053
"764",95.69,0.27,0.11,1.77,0,0.93,1.22,3054
"765",93.15,0.88,0.72,2.28,0,2.05,0.92,3055
"766",98.78,0,0,0.59,0,0,0.63,3057
"767",83.67,3.67,0.03,4.96,0,3.67,4.01,3060
"768",84.55,1.24,0.1,11.47,0,0.64,2.01,3062
"769",88.13,0.73,0.09,6.56,0,3.51,0.97,3063
"770",87.92,2.59,0.58,2.48,0,2.47,3.94,3064
"771",96.28,0.47,0.53,0.21,0,0.3,2.21,3070
"772",97.67,0,0,0,0,0,2.33,3071
"773",95.84,0.62,0,0.37,0.5,0.6,2.06,3076
"774",96.89,0.72,0.3,1,0,0,1.09,3077
"775",93.32,0.85,0.04,2.74,0.11,0.77,2.17,3079
"776",96.11,0.26,0,1.06,0.46,0,2.11,3082
"777",98.5,0,0,0.31,0,0,1.18,3084
"778",97.56,0.45,0,0.66,0.21,0,1.13,3086
"779",94.01,0.26,0.19,4.28,0,0,1.26,3087
"780",80.71,7.86,0.41,2.93,0,2.72,5.37,3101
"781",89.28,3.71,0.13,3.07,0,0.95,2.88,3102
"782",82.29,6.45,0.02,4.6,0.03,4.33,2.28,3103
"783",88.06,4.38,0.25,4.84,0,1.11,1.36,3104
"784",96.14,0.62,0.03,1.89,0,0.16,1.17,3106
"785",91.07,0.39,0,5.34,0.09,0.22,2.88,3109
"786",94.51,2.76,0.08,2.02,0,0,0.63,3110
"787",100,0,0,0,0,0,0,3215
"788",96.21,0.33,0,0.42,0,0,3.04,3216
"789",98.89,0,0,0.17,0,0,0.95,3217
"790",100,0,0,0,0,0,0,3218
"791",92.05,3.93,0.2,1.46,0,0.5,1.85,3220
"792",96.28,0.15,0.1,1.74,0,0,1.74,3221
"793",97.1,0.51,0.25,1,0,0.07,1.07,3222
"794",96.19,0.3,0.89,0.89,0,0,1.74,3223
"795",99.69,0.13,0,0.17,0,0,0,3224
"796",96.19,0,0,0,0,0,3.81,3225
"797",97.59,0,0,1.61,0,0,0.8,3226
"798",98.27,0.96,0,0,0,0.77,0,3227
"799",97.69,0.29,0,0.77,0,0,1.25,3229
"800",98.54,0.22,0.15,0,0,0.22,0.88,3230
"801",93.61,0,0,0,0,0,6.39,3231
"802",100,0,0,0,0,0,0,3233
"803",98.8,0,0.11,0,0,0,1.09,3234
"804",95.15,1.57,0,1.88,0,0.33,1.07,3235
"805",98.52,0,0,0.84,0,0,0.65,3237
"806",100,0,0,0,0,0,0,3238
"807",96.81,0,0,0.38,0,0,2.81,3240
"808",98.45,0.36,0,0.95,0,0,0.24,3241
"809",97.84,1.37,0.27,0.15,0,0.25,0.12,3242
"810",98.92,0,0.75,0,0,0,0.33,3243
"811",96.9,0.1,0.18,0.46,0,0.03,2.34,3244
"812",97.37,1.14,0,0,0,0,1.49,3245
"813",96.3,0.07,0.42,1.41,0,0.44,1.36,3246
"814",97.58,0.62,0,1.26,0,0,0.55,3249
"815",96.28,0,0,3.32,0,0,0.4,3251
"816",98.14,0.4,0,1.35,0,0,0.11,3253
"817",97.29,0.02,2.68,0,0,0,0,3254
"818",97.66,0,0,0,0,0,2.34,3255
"819",94.93,0.31,0,1.88,0,0,2.88,3256
"820",96.4,1.27,0.26,0.55,0,0.35,1.18,3257
"821",97.58,0,0.12,0,0,0,2.3,3258
"822",100,0,0,0,0,0,0,3259
"823",91.18,0,0,3.85,1.37,0,3.6,3260
"824",95.86,0.54,0,1.43,0,0,2.16,3261
"825",98.02,0,0,0.81,0,0,1.17,3262
"826",93.93,1.78,0,3.02,0,0,1.27,3263
"827",92.61,0.52,0.11,1.9,0,1.26,3.6,3264
"828",96.28,0.22,0.36,1.16,0,0.4,1.57,3266
"829",94.52,0.77,0,0,0,0,4.71,3268
"830",100,0,0,0,0,0,0,3269
"831",92.11,0.36,0,1.79,2.15,0,3.58,3273
"832",97.39,0.16,0.23,0.43,0,0.66,1.14,3275
"833",95.18,0.26,0,2.79,0,0.39,1.38,3276
"834",98.73,0,0.37,0,0,0,0.9,3278
"835",99.08,0,0.31,0.46,0,0,0.15,3279
"836",97.49,0,0,0,0,0,2.51,3280
"837",97.55,0.18,0.4,0,0,0.25,1.62,3281
"838",95.56,1,0.56,0.89,0,0,2,3282
"839",98.33,0,0,0.96,0,0,0.7,3284
"840",97.09,0.97,0.12,0.16,0,0.53,1.13,3285
"841",95.02,0,0,1.71,0,0,3.27,3287
"842",97.26,1.14,0,0,0,0,1.6,3290
"843",100,0,0,0,0,0,0,3291
"844",100,0,0,0,0,0,0,3293
"845",92.19,2.17,0.2,3.38,0,0.53,1.53,3301
"846",94.88,2.66,0.13,0.3,0,0.13,1.89,3303
"847",97.73,0,0,0.95,0.18,0,1.14,3304
"848",96.69,0.15,0,0,0,0,3.16,3307
"849",95.96,0.75,0.13,1.61,0,0.24,1.31,3431
"850",97.46,0.72,0,0,0,0.27,1.55,3440
"851",100,0,0,0,0,0,0,3441
"852",95.32,0.2,0,0,0,0,4.48,3442
"853",92.37,0,0,0,0,7.63,0,3443
"854",98.09,0,1.61,0.3,0,0,0,3444
"855",100,0,0,0,0,0,0,3445
"856",95.45,0,0,2.66,0,1.89,0,3446
"857",93.88,0.55,0.39,0.78,0,0,4.4,3447
"858",95.77,0,0,2.27,0,0,1.96,3448
"859",97.6,0.39,0.17,0.78,0,0.45,0.61,3449
"860",96.16,1.4,0,0,0,1.51,0.93,3450
"861",96.27,0.92,0,0.22,0,0.25,2.34,3451
"862",98.57,0,0.28,0.24,0,0,0.92,3452
"863",95.99,2.03,0,0.1,0,0.42,1.46,3455
"864",99.1,0.38,0,0,0,0,0.51,3456
"865",98.56,0,0,0.29,0,0,1.15,3457
"866",95.58,0.46,0,2.7,0.03,0.03,1.2,3458
"867",93.08,2.81,0.22,1.85,0,0.05,2,3461
"868",97.55,0,0,1.14,0,0,1.3,3462
"869",96.68,2.56,0,0,0,0,0.76,3464
"870",96.8,0,0,1.25,0,0,1.95,3465
"871",95.83,0,1.91,0,2.25,0,0,3466
"872",97.19,0.21,0,1.61,0,0.83,0.16,3467
"873",95.88,0.11,1.35,0.54,0,0.21,1.91,3470
"874",96.15,0.72,0,0.79,0,0.17,2.17,3561
"875",96.01,0.84,0.61,0.24,0,0.98,1.31,3570
"876",94.58,0,0,0,0,0,5.42,3574
"877",100,0,0,0,0,0,0,3575
"878",97.01,0.27,0.7,0,0,0,2.01,3576
"879",97.61,0,0,0,0,0,2.39,3579
"880",96.77,0.66,0.2,0,0,0.79,1.58,3580
"881",98.43,0,0.69,0,0,0,0.88,3581
"882",97.72,0.28,0.79,0,0,0,1.22,3582
"883",98.26,0,0.58,1.16,0,0,0,3583
"884",96.99,1.09,0,0,0,1.34,0.57,3584
"885",96.68,0,0,0.35,0,0.12,2.85,3585
"886",100,0,0,0,0,0,0,3586
"887",95.37,0.24,0,0,0,0.18,4.2,3588
"888",96.11,3.28,0,0,0,0,0.61,3590
"889",98.23,0.38,0.54,0,0,0,0.85,3592
"890",94.34,0,0.22,5.45,0,0,0,3593
"891",96.9,0,0,3.1,0,0,0,3595
"892",100,0,0,0,0,0,0,3597
"893",95.83,1.06,0.22,0.32,0,0,2.56,3598
"894",98.01,0,0,1.99,0,0,0,3601
"895",97.39,0.18,0.14,0.54,0,0.69,1.05,3602
"896",95.4,1.58,0,0.23,0,0,2.8,3603
"897",100,0,0,0,0,0,0,3604
"898",98.07,0,0,0.42,0,0,1.51,3605
"899",96.59,0,0,2.73,0,0,0.68,3607
"900",93.32,0,0,2.39,0,1.95,2.34,3608
"901",93.64,0,1.1,0,0,0,5.26,3609
"902",97.72,0,0,1.07,0,0.54,0.67,3740
"903",97.77,0,0,0.14,0,0,2.09,3741
"904",97.94,0.29,0,0.17,0.05,0.38,1.17,3743
"905",93.84,0,0.82,1.5,0,0,3.83,3745
"906",93.42,0,3.95,0,0,0,2.63,3746
"907",97.99,1.14,0.35,0.22,0,0.2,0.11,3748
"908",96.63,0,0,2.55,0,0,0.82,3750
"909",98.04,0,1.96,0,0,0,0,3751
"910",94.37,0.55,1.24,0,0,0,3.85,3752
"911",97.3,0.47,0,1.38,0,0.61,0.24,3753
"912",NA,NA,NA,NA,NA,NA,NA,3754
"913",84.86,2.91,0.35,9.22,0,0.88,1.77,3755
"914",100,0,0,0,0,0,0,3765
"915",87.19,0.59,0.17,8.94,0,0.38,2.74,3766
"916",95.46,0.15,0.36,1.39,0,0,2.63,3768
"917",76.52,3.03,0,2.08,0,11.36,7.01,3770
"918",89.27,1.48,0,0,0,0,9.25,3771
"919",96.74,0,0.62,1.23,0.21,0,1.21,3773
"920",97.35,0.29,1.73,0.29,0,0,0.35,3774
"921",97.94,0,0.76,0.28,0,0,1.03,3777
"922",97.92,0.49,0.37,1.22,0,0,0,3779
"923",87.46,0,0,12.54,0,0,0,3780
"924",98.75,0,0,0.3,0,0,0.95,3781
"925",92.41,0,0,1.07,0,3.13,3.39,3782
"926",82.73,0.35,4.05,8.27,0,0,4.59,3784
"927",96.07,0.35,0.16,0.04,0,1.25,2.14,3785
"928",91.07,2.21,0.22,3.65,0.03,0.98,1.84,3801
"929",94.19,1.97,1.71,0.91,0,0,1.23,3809
"930",94.57,0,0,3.18,0,0,2.25,3810
"931",97.68,0,0.35,0,0,1.33,0.63,3811
"932",99.51,0.49,0,0,0,0,0,3812
"933",94.67,0.6,0.32,0.7,0,0,3.71,3813
"934",97.25,0,0,0,0,0,2.75,3814
"935",99.3,0,0,0,0,0.42,0.28,3816
"936",97.26,0,0,0,0,0,2.74,3817
"937",95.89,0.94,0,1.27,0,0,1.9,3818
"938",98.44,0,0,0,0,0.27,1.29,3819
"939",91.85,1.08,0.35,3.96,0,0.03,2.74,3820
